bins,srs_values,bkg_values
1.0020040080160321e-07,1983.2349582182255,2343.0
3.0060120240480964e-07,2628.9393632195083,2986.0
5.010020040080161e-07,3332.2959472387624,4000.0
7.014028056112224e-07,4125.974278386173,5146.0
9.01803607214429e-07,5237.700463782727,6431.0
1.1022044088176355e-06,6189.922287229559,7606.0
1.3026052104208416e-06,7465.957182827332,8973.0
1.5030060120240482e-06,8434.513790329256,10326.0
1.7034068136272547e-06,9865.248699625252,11797.0
1.9038076152304612e-06,10976.974885021806,13387.0
2.1042084168336678e-06,11870.583659800368,14632.0
2.304609218436874e-06,13111.066378337058,15793.0
2.5050100200400804e-06,13542.496851321546,16578.0
2.7054108216432865e-06,14278.523003450984,17751.0
2.905811623246493e-06,14633.08390441151,18173.0
3.1062124248496996e-06,15214.410042842725,18693.0
3.306613226452906e-06,15374.875274442746,19107.0
3.5070140280561127e-06,15329.714400878667,19227.0
3.707414829659319e-06,15404.66223360203,19117.0
3.907815631262526e-06,15194.231780186434,18967.0
4.108216432865731e-06,15099.10568480678,18577.0
4.308617234468938e-06,15019.35350383192,18408.0
4.5090180360721445e-06,14736.857826643858,17956.0
4.709418837675351e-06,14295.818657156377,17770.0
4.9098196392785576e-06,13541.535981671246,17532.0
5.110220440881764e-06,13063.022895822081,16573.0
5.310621242484971e-06,12688.283732205266,16052.0
5.511022044088177e-06,11885.95757420516,15324.0
5.711422845691383e-06,11932.079317419537,15107.0
5.911823647294589e-06,11331.535785982333,14667.0
6.112224448897796e-06,10682.948772030151,13829.0
6.3126252505010024e-06,10418.709618197781,13369.0
6.513026052104209e-06,9911.37044283963,12907.0
6.7134268537074155e-06,9683.644335718642,12274.0
6.913827655310622e-06,9427.092139088669,12054.0
7.114228456913829e-06,8619.961632837065,11466.0
7.314629258517034e-06,8585.370325426282,11109.0
7.515030060120241e-06,8235.613772717254,10717.0
7.715430861723447e-06,8046.322451608246,10398.0
7.915831663326654e-06,7669.661548690831,10100.0
8.11623246492986e-06,7455.3876166740365,9578.0
8.316633266533067e-06,7208.444116547058,9356.0
8.517034068136272e-06,6765.483207758975,9043.0
8.71743486973948e-06,6580.035365251167,8785.0
8.917835671342685e-06,6403.235349596053,8567.0
9.118236472945893e-06,6247.57446624753,8175.0
9.318637274549098e-06,6026.574446678639,7969.0
9.519038076152306e-06,5868.9918240295165,7695.0
9.719438877755511e-06,5717.174419282191,7537.0
9.91983967935872e-06,5515.39179271929,7298.0
1.0120240480961924e-05,5304.000469653394,7195.0
1.0320641282565132e-05,5220.404810077335,7093.0
1.0521042084168337e-05,5029.191749667729,6913.0
1.0721442885771545e-05,4778.404770939552,6781.0
1.092184368737475e-05,4769.7569440868565,6491.0
1.1122244488977957e-05,4480.535179346698,6231.0
1.1322645290581163e-05,4563.169969272458,6249.0
1.1523046092184368e-05,4338.3264711023685,5972.0
1.1723446893787576e-05,4297.009076139489,6019.0
1.1923847695390781e-05,4239.356897121517,5829.0
1.212424849699399e-05,4081.774274472394,5720.0
1.2324649298597194e-05,3982.804700491543,5578.0
1.2525050100200402e-05,3976.0786129394464,5358.0
1.2725450901803607e-05,3815.6133813394254,5242.0
1.2925851703406816e-05,3747.3916361681586,5228.0
1.312625250501002e-05,3561.94379366035,5027.0
1.3326653306613229e-05,3545.609009605258,5089.0
1.3527054108216433e-05,3448.5611749250056,5033.0
1.3727454909819642e-05,3455.287262477102,4824.0
1.3927855711422847e-05,3283.291595073487,4674.0
1.4128256513026055e-05,3355.3568188459512,4678.0
1.432865731462926e-05,3301.548118429178,4626.0
1.4529058116232466e-05,2956.5959139716474,4529.0
1.4729458917835673e-05,3060.3698362039963,4631.0
1.4929859719438878e-05,3044.0350521489045,4436.0
1.5130260521042086e-05,2959.478522922546,4414.0
1.533066132264529e-05,2949.8698264195505,4450.0
1.55310621242485e-05,2902.7872135548737,4236.0
1.5731462925851707e-05,2776.9132893656356,4102.0
1.5931863727454912e-05,2835.5263380339065,4107.0
1.6132264529058117e-05,2682.7480636362816,4001.0
1.6332665330661325e-05,2646.2350169249,3941.0
1.653306613226453e-05,2632.7828418207064,3967.0
1.6733466933867735e-05,2601.074143360822,3929.0
1.6933867735470943e-05,2556.8741394470435,3785.0
1.713426853707415e-05,2388.7219506446263,3915.0
1.7334669338677356e-05,2455.9828261655935,3910.0
1.753507014028056e-05,2438.6871724602015,3715.0
1.773547094188377e-05,2437.7263028099023,3777.0
1.7935871743486977e-05,2398.3306471476217,3691.0
1.8136272545090182e-05,2310.8915089703646,3526.0
1.8336673346693387e-05,2254.2001996026925,3599.0
1.8537074148296595e-05,2230.178458345204,3441.0
1.8737474949899803e-05,2196.5480205847207,3478.0
1.8937875751503008e-05,2193.6654116338223,3374.0
1.9138276553106213e-05,2152.3480166709423,3435.0
1.933867735470942e-05,2124.4827968122563,3400.0
1.9539078156312626e-05,2123.5219271619567,3328.0
1.973947895791583e-05,2055.30018199069,3291.0
1.993987975951904e-05,1992.843654721221,3250.0
2.0140280561122247e-05,2077.400183947579,3221.0
2.0340681362725452e-05,2013.9827870278104,3226.0
2.0541082164328657e-05,2011.1001780769118,3063.0
2.0741482965931865e-05,1851.5958161271901,3182.0
2.0941883767535074e-05,1878.500166335577,3152.0
2.114228456913828e-05,1870.8132091331809,3053.0
2.1342685370741483e-05,1786.2566799068222,3095.0
2.154308617234469e-05,1780.4914620050251,3011.0
2.17434869739479e-05,1824.6914659188035,2911.0
2.1943887775551105e-05,1734.3697187906478,2999.0
2.214428857715431e-05,1703.6218899810628,2808.0
2.2344689378757518e-05,1677.6784094229756,2912.0
2.2545090180360722e-05,1674.795800472077,2916.0
2.2745490981963927e-05,1720.9175436864543,2888.0
2.2945891783567135e-05,1639.2436234109946,2804.0
2.3146292585170344e-05,1622.9088393559025,2835.0
2.334669338677355e-05,1666.1479736193812,2844.0
2.3547094188376753e-05,1587.3566622948201,2794.0
2.374749498997996e-05,1624.8305786565015,2807.0
2.394789579158317e-05,1526.8218743259497,2708.0
2.4148296593186375e-05,1507.6044813199592,2644.0
2.434869739478958e-05,1542.1957887307422,2637.0
2.4549098196392788e-05,1476.8566525103743,2736.0
2.4749498997995996e-05,1432.6566485965961,2629.0
2.49498997995992e-05,1426.8914306947988,2600.0
2.5150300601202406e-05,1453.7957809031857,2628.0
2.5350701402805614e-05,1459.5609988049828,2510.0
2.5551102204408822e-05,1469.1696953079781,2556.0
2.5751503006012024e-05,1399.0262108361126,2488.0
2.5951903807615232e-05,1375.965339228924,2453.0
2.615230460921844e-05,1335.6088139163437,2401.0
2.6352705410821645e-05,1386.5349053822188,2425.0
2.655310621242485e-05,1371.1609909774263,2366.0
2.6753507014028058e-05,1384.6131660816197,2386.0
2.6953907815631266e-05,1372.1218606277257,2288.0
2.715430861723447e-05,1271.2305473462754,2294.0
2.7354709418837676e-05,1316.3914209103532,2455.0
2.7555110220440884e-05,1233.7566309845938,2294.0
2.7755511022044092e-05,1276.034895597773,2305.0
2.7955911823647297e-05,1272.1914169965748,2211.0
2.8156312625250502e-05,1192.4392360217141,2151.0
2.835671342685371e-05,1232.7957613342942,2235.0
2.855711422845692e-05,1239.521848886391,2197.0
2.8757515030060123e-05,1207.8131504265066,2178.0
2.8957915831663328e-05,1218.3827165798014,2150.0
2.9158316633266536e-05,1181.8696698684194,2191.0
2.935871743486974e-05,1195.3218449726126,2147.0
2.9559118236472946e-05,1175.1435823163226,2266.0
2.9759519038076154e-05,1192.4392360217141,2167.0
2.9959919839679363e-05,1129.9827087522447,2129.0
3.0160320641282567e-05,1158.8087982612305,2072.0
3.0360721442885772e-05,1158.8087982612305,2007.0
3.056112224448898e-05,1127.1000998013462,2040.0
3.076152304609218e-05,1126.1392301510466,2144.0
3.09619238476954e-05,1116.5305336480515,1991.0
3.11623246492986e-05,1043.5044402252872,2037.0
3.1362725450901807e-05,1088.665313789365,2032.0
3.1563126252505015e-05,1072.3305297342731,2048.0
3.1763527054108216e-05,1035.817483022891,1992.0
3.196392785571143e-05,1093.4696620408627,1920.0
3.216432865731463e-05,991.6174791091128,1824.0
3.2364729458917834e-05,1025.2479168695963,1927.0
3.256513026052105e-05,1017.5609596672,1996.0
3.276553106212425e-05,1010.8348721151033,1830.0
3.296593186372745e-05,1045.4261795258863,1934.0
3.316633266533067e-05,1016.6000900169005,1943.0
3.336673346693387e-05,1028.1305258204948,1881.0
3.356713426853708e-05,968.5566075019241,1901.0
3.3767535070140285e-05,946.4566055450349,1806.0
3.3967935871743486e-05,961.8305199498274,1754.0
3.41683366733467e-05,922.4348642875467,1811.0
3.43687374749499e-05,921.4739946372472,1828.0
3.4569138276553104e-05,954.1435627474311,1798.0
3.476953907815632e-05,959.9087806492283,1755.0
3.496993987975952e-05,942.6131269438368,1787.0
3.517034068136273e-05,958.9479109989288,1777.0
3.537074148296594e-05,933.9653000911411,1690.0
3.557114228456914e-05,878.2348603737685,1787.0
3.577154308617235e-05,916.6696463857496,1597.0
3.5971943887775555e-05,932.0435607905421,1721.0
3.6172344689378757e-05,847.4870315641836,1687.0
3.637274549098197e-05,864.782685269575,1636.0
3.657314629258517e-05,834.9957261102898,1614.0
3.6773547094188375e-05,875.3522514228699,1647.0
3.697394789579159e-05,884.0000782755657,1612.0
3.717434869739479e-05,862.860945968976,1655.0
3.7374749498998e-05,870.5479031713722,1654.0
3.757515030060121e-05,820.5826813557968,1535.0
3.777555110220441e-05,830.1913778587921,1564.0
3.7975951903807624e-05,844.604422613285,1555.0
3.8176352705410825e-05,829.2305082084926,1526.0
3.837675350701403e-05,868.6261638707732,1532.0
3.857715430861724e-05,803.2870276504053,1501.0
3.877755511022044e-05,805.2087669510043,1477.0
3.8977955911823645e-05,815.7783331042991,1602.0
3.917835671342686e-05,845.5652922635845,1451.0
3.937875751503006e-05,804.2478973007048,1524.0
3.957915831663327e-05,748.5174575833322,1413.0
3.977955911823648e-05,781.1870256935161,1449.0
3.997995991983968e-05,803.2870276504053,1418.0
4.0180360721442894e-05,736.9870217797379,1422.0
4.0380761523046096e-05,766.7739809390232,1446.0
4.05811623246493e-05,743.7131093318345,1439.0
4.078156312625251e-05,731.2218038779407,1408.0
4.0981963927855713e-05,793.6783311474101,1387.0
4.118236472945892e-05,712.0044108719502,1364.0
4.138276553106213e-05,695.6696268168582,1341.0
4.158316633266533e-05,797.5218097486081,1361.0
4.178356713426854e-05,793.6783311474101,1380.0
4.198396793587175e-05,686.0609303138629,1357.0
4.218436873747495e-05,706.239192970153,1278.0
4.2384769539078164e-05,714.8870198228487,1272.0
4.2585170340681366e-05,706.239192970153,1276.0
4.278557114228457e-05,720.6522377246459,1238.0
4.298597194388778e-05,733.1435431785397,1267.0
4.3186372745490984e-05,659.1565801054761,1294.0
4.338677354709419e-05,682.2174517126648,1227.0
4.35871743486974e-05,706.239192970153,1271.0
4.37875751503006e-05,716.8087591234478,1233.0
4.3987975951903817e-05,728.3391949270422,1274.0
4.418837675350702e-05,611.1130975904997,1199.0
4.438877755511022e-05,633.2130995473889,1191.0
4.4589178356713434e-05,634.1739691976884,1242.0
4.4789579158316636e-05,692.7870178659596,1209.0
4.498997995991984e-05,668.7652766084714,1125.0
4.519038076152305e-05,644.7435353509832,1120.0
4.5390781563126254e-05,670.6870159090704,1161.0
4.559118236472946e-05,582.2870080815139,1129.0
4.579158316633267e-05,617.8391851425964,1142.0
4.599198396793587e-05,684.1391910132638,1082.0
4.619238476953909e-05,628.4087512958912,1081.0
4.639278557114229e-05,617.8391851425964,1098.0
4.659318637274549e-05,608.2304886396012,1061.0
4.6793587174348705e-05,608.2304886396012,1089.0
4.6993987975951906e-05,572.6783115785186,1035.0
4.7194388777555114e-05,660.1174497557756,1015.0
4.739478957915832e-05,620.721794093495,1044.0
4.7595190380761524e-05,594.7783135354077,1030.0
4.779559118236474e-05,622.6435333940941,1040.0
4.799599198396794e-05,645.7044050012827,1030.0
4.819639278557114e-05,534.2435255665375,1029.0
4.839679358717436e-05,587.0913563330115,1019.0
4.859719438877756e-05,608.2304886396012,963.0
4.879759519038076e-05,600.5435314372049,969.0
4.8997995991983975e-05,559.2261364743252,1020.0
4.9198396793587176e-05,555.3826578731271,947.0
4.9398797595190384e-05,536.1652648671366,965.0
4.959919839679359e-05,575.5609205294172,894.0
4.9799599198396794e-05,540.9696131186342,984.0
5.000000000000001e-05,605.3478796887025,932.0
5.020040080160321e-05,512.1435236096484,870.0
5.040080160320641e-05,553.460918572528,905.0
5.060120240480963e-05,567.873963327021,875.0
5.080160320641283e-05,540.0087434683346,909.0
5.100200400801604e-05,556.3435275234266,906.0
5.1202404809619245e-05,555.3826578731271,882.0
5.1402805611222446e-05,562.1087454252238,882.0
5.1603206412825655e-05,548.6565703210304,841.0
5.180360721442886e-05,520.7913504623441,809.0
5.2004008016032064e-05,500.613087806054,830.0
5.220440881763528e-05,522.7130897629431,759.0
5.240480961923848e-05,510.22178430904927,864.0
5.260521042084168e-05,546.7348310204313,754.0
5.28056112224449e-05,516.947871861146,819.0
5.30060120240481e-05,541.9304827689338,816.0
5.320641282565131e-05,491.00439130305875,776.0
5.3406813627254515e-05,516.947871861146,751.0
5.360721442885772e-05,494.84786990425687,737.0
5.380761523046093e-05,508.30004500845024,738.0
5.400801603206413e-05,529.4391773150398,713.0
5.4208416833667335e-05,483.3174341006625,709.0
5.440881763527055e-05,489.08265200245967,709.0
5.460921843687375e-05,463.13917144437244,722.0
5.480961923847695e-05,460.25656249347384,716.0
5.501002004008017e-05,457.37395354257524,714.0
5.521042084168337e-05,473.70873759766727,667.0
5.541082164328658e-05,494.84786990425687,670.0
5.5611222444889785e-05,427.5869943832899,669.0
5.581162324649299e-05,484.27830375096204,655.0
5.60120240480962e-05,430.4696033341885,649.0
5.62124248496994e-05,461.21743214377335,650.0
5.6412825651302605e-05,438.1565605365847,620.0
5.661322645290582e-05,467.94351969587007,646.0
5.681362725450902e-05,418.93916753059415,626.0
5.701402805611223e-05,431.430472984488,594.0
5.721442885771544e-05,442.96090878808235,652.0
5.741482965931864e-05,397.80003522400455,629.0
5.7615230460921854e-05,409.3304710275989,555.0
5.7815631262525056e-05,451.6087356407781,596.0
5.801603206412826e-05,429.508733683889,603.0
5.821643286573147e-05,357.44350991142437,574.0
5.8416833667334673e-05,409.3304710275989,586.0
5.8617234468937875e-05,400.68264417490315,599.0
5.881763527054109e-05,397.80003522400455,540.0
5.901803607214429e-05,393.95655662280643,544.0
5.92184368737475e-05,409.3304710275989,599.0
5.941883767535071e-05,371.85655466591726,542.0
5.961923847695391e-05,379.5435118683135,551.0
5.9819639278557124e-05,378.582642218014,510.0
6.0020040080160326e-05,435.2739515856861,504.0
6.022044088176353e-05,388.19133872100923,559.0
6.042084168336674e-05,368.0130760647192,497.0
6.0621242484969944e-05,402.6043834755022,516.0
6.082164328657315e-05,378.582642218014,490.0
6.102204408817636e-05,379.5435118683135,450.0
6.122244488977956e-05,365.1304671138206,504.0
6.142284569138278e-05,373.77829396651634,467.0
6.162324649298598e-05,339.1869865557333,456.0
6.182364729458918e-05,357.44350991142437,448.0
6.202404809619238e-05,371.85655466591726,436.0
6.22244488977956e-05,367.05220641441963,465.0
6.242484969939881e-05,345.91307410783,416.0
6.262525050100201e-05,369.93481536531823,441.0
6.282565130260521e-05,338.2261169054338,463.0
6.302605210420842e-05,317.0869845988442,426.0
6.322645290581163e-05,340.1478562060329,468.0
6.342685370741483e-05,299.7913308934527,401.0
6.362725450901805e-05,365.1304671138206,429.0
6.382765531062125e-05,297.8695915928536,449.0
6.402805611222445e-05,334.3826383042357,416.0
6.422845691382766e-05,333.42176865393617,402.0
6.442885771543087e-05,312.28263634734657,397.0
6.462925851703408e-05,343.0304651569314,368.0
6.482965931863728e-05,308.43915774614845,408.0
6.503006012024048e-05,293.065243341356,372.0
6.523046092184369e-05,328.61742040243854,354.0
6.54308617234469e-05,330.53915970303757,365.0
6.56312625250501e-05,331.50002935333714,354.0
6.583166332665332e-05,296.9087219425541,348.0
6.603206412825652e-05,289.2217647401579,342.0
6.623246492985972e-05,314.2043756479456,325.0
6.643286573146293e-05,287.30002543955885,345.0
6.663326653306614e-05,292.1043736910565,307.0
6.683366733466935e-05,293.065243341356,375.0
6.703406813627255e-05,274.808719985665,340.0
6.723446893787575e-05,284.41741648866025,346.0
6.743486973947896e-05,259.43480558087253,315.0
6.763527054108217e-05,246.94350012697865,303.0
6.783567134268537e-05,288.26089508985837,320.0
6.803607214428859e-05,271.9261110347664,302.0
6.823647294589179e-05,263.27828418207065,317.0
6.843687374749499e-05,271.9261110347664,315.0
6.86372745490982e-05,249.82610907787725,317.0
6.88376753507014e-05,289.2217647401579,280.0
6.903807615230462e-05,273.8478503353654,271.0
6.923847695390782e-05,242.13915187548102,265.0
6.943887775551102e-05,244.06089117608008,310.0
6.963927855711423e-05,236.37393397368385,309.0
6.983967935871744e-05,256.55219662997393,267.0
7.004008016032066e-05,225.80436782038905,297.0
7.024048096192386e-05,270.0043717341673,263.0
7.044088176352706e-05,227.7261071209881,272.0
7.064128256513026e-05,263.27828418207065,259.0
7.084168336673348e-05,232.53045537248573,246.0
7.104208416833668e-05,231.56958572218622,255.0
7.124248496993989e-05,230.60871607188668,258.0
7.144288577154309e-05,224.84349817008953,233.0
7.16432865731463e-05,223.88262851979,244.0
7.18436873747495e-05,204.66523551379944,233.0
7.204408817635271e-05,202.7434962132004,233.0
7.224448897795593e-05,215.23480166709425,223.0
7.244488977955913e-05,220.03914991859187,228.0
7.264529058116233e-05,205.62610516409896,223.0
7.284569138276553e-05,187.36958180840793,229.0
7.304609218436875e-05,227.7261071209881,234.0
7.324649298597195e-05,220.03914991859187,236.0
7.344689378757516e-05,184.48697285750936,219.0
7.364729458917836e-05,204.66523551379944,216.0
7.384769539078156e-05,215.23480166709425,193.0
7.404809619238477e-05,205.62610516409896,217.0
7.424849699398798e-05,155.66088334852353,183.0
7.44488977955912e-05,171.03479775331596,199.0
7.46492985971944e-05,172.956537053915,206.0
7.48496993987976e-05,187.36958180840793,194.0
7.50501002004008e-05,179.6826246060117,208.0
7.525050100200402e-05,176.80001565511313,204.0
7.545090180360722e-05,171.03479775331596,203.0
7.565130260521043e-05,179.6826246060117,202.0
7.585170340681363e-05,162.3869709006202,191.0
7.605210420841683e-05,166.23044950181833,200.0
7.625250501002005e-05,173.91740670421456,173.0
7.645290581162325e-05,170.07392810301644,206.0
7.665330661322647e-05,160.46523160002116,174.0
7.685370741482967e-05,141.24783859403058,188.0
7.705410821643287e-05,177.76088530541264,178.0
7.725450901803607e-05,147.9739261461273,155.0
7.745490981963929e-05,147.01305649582775,178.0
7.765531062124249e-05,154.70001369822398,157.0
7.78557114228457e-05,161.42610125032067,161.0
7.80561122244489e-05,157.58262264912258,174.0
7.82565130260521e-05,157.58262264912258,154.0
7.845691382765532e-05,171.9956674036155,170.0
7.865731462925852e-05,148.9347957964268,136.0
7.885771543086174e-05,119.14783663714145,162.0
7.905811623246494e-05,147.9739261461273,155.0
7.925851703406814e-05,137.4043599928325,134.0
7.945891783567134e-05,135.48262069223344,145.0
7.965931863727456e-05,137.4043599928325,146.0
7.985971943887777e-05,136.44349034253295,131.0
8.006012024048097e-05,134.5217510419339,152.0
8.026052104208417e-05,138.365229643132,134.0
8.046092184368738e-05,133.56088139163438,136.0
8.066132264529059e-05,131.63914209103532,108.0
8.086172344689379e-05,138.365229643132,125.0
8.1062124248497e-05,120.10870628744098,127.0
8.126252505010021e-05,144.13044754492918,129.0
8.146292585170341e-05,131.63914209103532,119.0
8.166332665330661e-05,140.28696894373107,119.0
8.186372745490983e-05,136.44349034253295,125.0
8.206412825651304e-05,126.83479383953768,130.0
8.226452905811624e-05,120.10870628744098,103.0
8.246492985971944e-05,116.26522768624287,126.0
8.266533066132265e-05,111.46087943474524,117.0
8.286573146292586e-05,137.4043599928325,104.0
8.306613226452906e-05,102.81305258204948,128.0
8.326653306613228e-05,108.57827048384665,122.0
8.346693386773548e-05,129.71740279043627,126.0
8.366733466933868e-05,105.69566153294807,102.0
8.386773547094188e-05,87.43913817725704,89.0
8.40681362725451e-05,101.85218293174995,130.0
8.426853707414831e-05,114.34348838564381,121.0
8.446893787575151e-05,128.75653314013672,102.0
8.466933867735471e-05,118.18696698684192,119.0
8.486973947895792e-05,106.6565311832476,103.0
8.507014028056113e-05,101.85218293174995,90.0
8.527054108216433e-05,107.61740083354712,104.0
8.547094188376755e-05,94.16522572935374,94.0
8.567134268537075e-05,109.53914013414618,102.0
8.587174348697395e-05,106.6565311832476,82.0
8.607214428857717e-05,104.73479188264854,92.0
8.627254509018037e-05,90.32174712815562,99.0
8.647294589178358e-05,104.73479188264854,99.0
8.667334669338678e-05,90.32174712815562,98.0
8.687374749498998e-05,104.73479188264854,100.0
8.707414829659319e-05,101.85218293174995,115.0
8.72745490981964e-05,98.00870433055184,80.0
8.74749498997996e-05,72.06522377246459,92.0
8.767535070140282e-05,96.0869650299528,77.0
8.787575150300602e-05,96.0869650299528,64.0
8.807615230460922e-05,88.40000782755656,81.0
8.827655310621244e-05,73.98696307306365,80.0
8.847695390781564e-05,116.26522768624287,77.0
8.867735470941885e-05,106.6565311832476,102.0
8.887775551102205e-05,82.63478992575939,79.0
8.907815631262525e-05,73.98696307306365,77.0
8.927855711422846e-05,84.55652922635845,90.0
8.947895791583167e-05,81.67392027545986,81.0
8.967935871743487e-05,99.9304436311509,95.0
8.987975951903809e-05,78.79131132456129,96.0
9.008016032064129e-05,104.73479188264854,78.0
9.028056112224449e-05,75.9087023736627,75.0
9.04809619238477e-05,69.182614821566,67.0
9.068136272545091e-05,75.9087023736627,70.0
9.088176352705412e-05,85.51739887665798,86.0
9.108216432865732e-05,78.79131132456129,78.0
9.128256513026052e-05,92.24348642875468,75.0
9.148296593186373e-05,77.83044167426176,72.0
9.168336673346694e-05,73.98696307306365,72.0
9.188376753507016e-05,69.182614821566,76.0
9.208416833667336e-05,68.22174517126648,83.0
9.228456913827656e-05,80.71305062516034,53.0
9.248496993987976e-05,73.02609342276412,72.0
9.268537074148298e-05,79.7521809748608,79.0
9.288577154308618e-05,81.67392027545986,79.0
9.308617234468939e-05,87.43913817725704,61.0
9.32865731462926e-05,60.534787968870255,83.0
9.34869739478958e-05,63.41739691976884,78.0
9.3687374749499e-05,66.30000587066742,64.0
9.388777555110221e-05,62.45652726946931,72.0
9.408817635270543e-05,76.86957202396223,74.0
9.428857715430863e-05,65.33913622036789,72.0
9.448897795591183e-05,73.98696307306365,60.0
9.468937875751503e-05,71.10435412216506,62.0
9.488977955911825e-05,54.76957006707309,69.0
9.509018036072145e-05,57.65217901797167,60.0
9.529058116232466e-05,66.30000587066742,56.0
9.549098196392786e-05,80.71305062516034,60.0
9.569138276553107e-05,64.37826657006836,67.0
9.589178356713428e-05,64.37826657006836,65.0
9.609218436873748e-05,75.9087023736627,67.0
9.62925851703407e-05,60.534787968870255,63.0
9.64929859719439e-05,64.37826657006836,74.0
9.66933867735471e-05,60.534787968870255,53.0
9.68937875751503e-05,52.84783076647403,48.0
9.709418837675352e-05,52.84783076647403,69.0
9.729458917835672e-05,60.534787968870255,83.0
9.749498997995993e-05,45.16087356407781,58.0
9.769539078156313e-05,82.63478992575939,65.0
9.789579158316634e-05,57.65217901797167,50.0
9.809619238476955e-05,53.80870041677356,56.0
9.829659318637275e-05,59.573918318570726,64.0
9.849699398797597e-05,53.80870041677356,75.0
9.869739478957917e-05,71.10435412216506,67.0
9.889779559118237e-05,74.94783272336318,48.0
9.909819639278557e-05,51.886961116174504,59.0
9.929859719438879e-05,48.0434825149764,63.0
9.949899799599199e-05,48.0434825149764,53.0
9.96993987975952e-05,49.96522181557545,55.0
9.98997995991984e-05,42.278264613179225,48.0
